maxPrice,essence,diesel,hybrid,elec,manual,auto,id
-1,f,f,f,f,f,f,2150
21000,f,t,f,f,t,f,2151
-1,f,t,f,f,t,f,2152
-1,f,t,f,f,t,f,2153
-1,f,t,f,f,t,f,2154
21000,f,t,f,f,t,f,2155
-1,f,t,f,f,t,f,2156
27000,f,t,f,f,t,f,2157
-1,f,f,f,f,f,f,2158
-1,f,f,f,f,f,f,2159
22000,f,t,f,f,t,f,2160
25000,f,t,f,f,t,f,2161
-1,f,f,f,f,f,f,2162
-1,f,f,f,f,f,f,2163
-1,f,f,f,f,f,f,2164
25000,f,t,f,f,t,f,2165
22000,f,t,f,f,t,f,2166
66000,f,t,f,f,t,f,2167
-1,f,t,f,f,t,f,2168
-1,f,t,f,f,t,f,2169
21000,f,t,f,f,t,f,2179
21000,f,t,f,f,t,f,2170
21000,f,t,f,f,t,f,2171
21000,f,t,f,f,t,f,2172
-1,f,f,f,f,f,f,2173
-1,f,f,f,f,f,f,2174
-1,f,t,f,f,t,f,2175
28000,f,t,f,f,t,f,2176
-1,f,f,f,f,f,f,2177
22000,f,t,f,f,t,f,2178
21000,f,f,f,f,f,f,2180
22000,f,t,f,f,t,f,2181
-1,f,f,f,f,f,f,2182
22000,f,t,f,f,t,f,2183
22000,f,t,f,f,t,f,2184
23000,f,t,f,f,t,f,2185
21000,f,t,f,f,t,f,2186
24000,f,t,f,f,t,f,2187
22000,f,t,f,f,t,f,2188
21000,f,t,f,f,t,f,2189
20000,f,t,f,f,t,f,2190
16000,f,t,f,f,t,f,2191
21000,f,t,f,f,t,f,2192
32000,f,t,f,f,t,f,2193
40000,f,t,f,f,t,f,2194
20000,f,t,f,f,t,f,2195
21000,f,t,f,f,t,f,2196
19000,f,t,f,f,t,f,2197
29000,f,t,f,f,t,f,2198
53000,f,t,f,f,t,f,2199
26000,f,t,f,f,t,f,2202
24000,f,t,f,f,t,f,2211
21000,f,t,f,f,t,f,2228
23000,t,f,f,f,f,t,2229
17000,t,f,f,f,t,f,2231
20000,f,t,f,f,t,f,2200
18000,f,t,f,f,t,f,2213
22000,f,t,f,f,t,f,2201
17000,f,t,f,f,t,f,2206
33000,f,t,f,f,t,f,2210
20000,f,t,f,f,t,f,2212
22000,f,t,f,f,t,f,2219
-1,f,f,f,f,f,f,2233
40000,f,t,f,f,t,f,2203
21000,f,t,f,f,t,f,2207
28000,t,t,f,f,t,f,2218
21000,f,t,f,f,t,f,2220
22000,f,t,f,f,t,f,2225
21000,f,t,f,f,t,f,2226
24000,f,t,f,f,t,f,2204
21000,f,t,f,f,t,f,2227
28000,f,t,f,f,t,f,2205
26000,f,t,f,f,t,f,2209
22000,f,t,f,f,t,f,2216
23000,f,t,f,f,t,f,2208
17000,t,f,f,f,t,f,2234
17000,t,f,f,f,t,f,2235
17000,t,f,f,f,t,f,2236
21000,f,t,f,f,t,f,2214
23000,f,t,f,f,t,f,2215
22000,f,t,f,f,t,f,2224
28000,t,f,f,f,f,t,2230
17000,t,f,f,f,t,f,2232
22000,f,t,f,f,t,f,2217
-1,f,f,f,f,f,f,2221
21000,f,t,f,f,t,f,2222
22000,f,t,f,f,t,f,2223
17000,t,f,f,f,t,f,2237
17000,t,f,f,f,t,f,2238
